Time,price,volume
2012-08-01 00:00:00 UTC,9.3550396504,22569.353870999
2012-08-02 00:00:00 UTC,9.6654608575,21190.9072597677
2012-08-03 00:00:00 UTC,10.5909281701,26106.7778089706
2012-08-04 00:00:00 UTC,10.9226705477,6849.6403970429
2012-08-05 00:00:00 UTC,10.5017665703,19998.0472537247
2012-08-06 00:00:00 UTC,10.7529387,22229.6289903481
2012-08-07 00:00:00 UTC,10.7812885461,11187.327666582
2012-08-08 00:00:00 UTC,10.9107330765,29867.1429826495
2012-08-09 00:00:00 UTC,11.1425030286,27257.8640936519
2012-08-10 00:00:00 UTC,11.1859191465,28370.4719610258
2012-08-11 00:00:00 UTC,11.324729638,4058.3253223846
2012-08-12 00:00:00 UTC,11.467745783,9613.1919803745
2012-08-13 00:00:00 UTC,11.654527177,40726.1419716321
2012-08-14 00:00:00 UTC,12.0091384974,23212.3142896998
2012-08-15 00:00:00 UTC,12.5104455055,19916.4337864159
2012-08-16 00:00:00 UTC,13.3106238912,20345.8347199424
2012-08-17 00:00:00 UTC,14.15032527,69411.8715363978
2012-08-18 00:00:00 UTC,11.927204206,29349.4459972566
2012-08-19 00:00:00 UTC,9.7388459904,48879.4813986878
2012-08-20 00:00:00 UTC,9.5085846672,30724.4950785981
2012-08-21 00:00:00 UTC,10.088418418,34385.0752256029
2012-08-22 00:00:00 UTC,10.0670344273,84163.8713703437
2012-08-23 00:00:00 UTC,9.9863979673,27097.9433030747
2012-08-24 00:00:00 UTC,10.0843543566,42196.8152321392
2012-08-25 00:00:00 UTC,10.3930764411,6038.5308798006
2012-08-26 00:00:00 UTC,10.4999729978,14824.0530488026
2012-08-27 00:00:00 UTC,11.1628875804,47617.0749314223
2012-08-28 00:00:00 UTC,10.9463102935,32463.8781873519
2012-08-29 00:00:00 UTC,10.8632665835,51466.146862997
2012-08-30 00:00:00 UTC,10.7422245726,16230.3332776809
2012-08-31 00:00:00 UTC,10.3265804624,29964.3957016844
2012-09-01 00:00:00 UTC,10.0077861722,6686.107268506
2012-09-02 00:00:00 UTC,9.9745212273,13301.5167970615
2012-09-03 00:00:00 UTC,10.263632625,12045.570986311
2012-09-04 00:00:00 UTC,10.3072263555,27357.4270324106
2012-09-05 00:00:00 UTC,10.420323083,19575.3978915325
2012-09-06 00:00:00 UTC,10.8418323604,35820.4725270842
2012-09-07 00:00:00 UTC,11.0021760199,14876.1717679825
